Protein,Replicate,Feature,Intensity
E,198,4,16.509142382824475
E,198,5,14.42914193912867
E,198,6,15.230711455304581
E,198,7,15.974137089864804
E,198,8,16.34715832443215
E,198,9,14.935299011899236
E,198,10,14.901576738223563
E,198,11,14.042432175791092
E,198,12,17.14773821200044
E,198,13,13.968681441574024
E,198,14,15.299435229701192
E,198,15,14.576521722884582
E,198,16,15.863966869856382
E,198,17,17.77949197985048
E,198,18,15.540837581177914
E,199,0,13.770225036836138
E,199,1,14.019276487454032
E,199,2,15.244357219950098
E,199,3,14.517104367294783
E,199,4,15.466080320178383
E,199,5,13.38607987648258
E,199,6,14.187649392658491
E,199,7,14.931075027218714
E,199,8,15.30409626178606
E,199,9,13.892236949253146
E,199,10,13.858514675577473
E,199,11,12.999370113145002
E,199,12,16.104676149354347
E,199,13,12.925619378927934
E,199,14,14.256373167055102
E,199,15,13.533459660238492
E,199,16,14.820904807210292
E,199,17,16.73642991720439
E,199,18,14.497775518531824
E,200,0,13.372210137390045
E,200,1,13.62126158800794
E,200,2,14.846342320504005
E,200,3,14.11908946784869
E,200,4,15.06806542073229
E,200,5,12.988064977036487
E,200,6,13.789634493212398
E,200,7,14.533060127772622
E,200,8,14.906081362339968
E,200,9,13.494222049807053
E,200,10,13.46049977613138
E,200,11,12.601355213698909
E,200,12,15.706661249908256
E,200,13,12.527604479481841
E,200,14,13.85835826760901
E,200,15,13.1354447607924
E,200,16,14.4228899077642
E,200,17,16.338415017758297
E,200,18,14.099760619085732
E,201,0,13.81715932089974
E,201,1,14.066210771517637
E,201,2,15.291291504013703
E,201,3,14.564038651358388
E,201,4,15.513014604241988
E,201,5,13.433014160546184
E,201,6,14.234583676722096
E,201,7,14.97800931128232
E,201,8,15.351030545849667
E,201,9,13.93917123331675
E,201,10,13.905448959641078
E,201,11,13.046304397208607
E,201,12,16.151610433417954
E,201,13,12.972553662991539
E,201,14,14.303307451118707
E,201,15,13.580393944302099
E,201,16,14.867839091273897
E,201,17,16.783364201267993
E,201,18,14.544709802595428
E,202,0,14.144403298760551
E,202,1,14.393454749378447
E,202,2,15.618535481874513
E,202,3,14.891282629219198
E,202,4,15.840258582102798
E,202,5,13.760258138406995
E,202,6,14.561827654582906
E,202,7,15.30525328914313
E,202,8,15.678274523710478
E,202,9,14.266415211177561
E,202,10,14.232692937501888
E,202,11,13.373548375069417
E,202,12,16.478854411278764
E,202,13,13.299797640852349
E,202,14,14.630551428979517
E,202,15,13.907637922162909
E,202,16,15.195083069134707
E,202,17,17.110608179128803
E,202,18,14.871953780456238
E,203,0,14.474264092618132
E,203,1,14.723315543236028
E,203,2,15.948396275732094
E,203,3,15.221143423076779
E,203,4,16.17011937596038
E,203,5,14.090118932264575
E,203,6,14.891688448440487
E,203,7,15.63511408300071
E,203,8,16.00813531756806
E,203,9,14.596276005035142
E,203,10,14.562553731359468
E,203,11,13.703409168926997
E,203,12,16.808715205136345
E,203,13,13.62965843470993
E,203,14,14.960412222837098
E,203,15,14.23749871602049
E,203,16,15.524943862992288
E,203,17,17.440468972986384
E,203,18,15.201814574313818
E,204,0,16.03972030269032
E,204,1,16.288771753308215
E,204,2,17.51385248580428
E,204,3,16.786599633148963
E,204,4,17.735575586032567
E,204,5,15.655575142336762
E,204,6,16.457144658512675
E,204,7,17.200570293072897
E,204,8,17.573591527640243
E,204,9,16.161732215107328
E,204,10,16.128009941431657
E,204,11,15.268865378999184
E,204,12,18.37417141520853
E,204,13,15.195114644782116
E,204,14,16.525868432909284
E,204,15,15.802954926092674
E,204,16,17.090400073064473
E,204,17,19.005925183058572
E,204,18,16.767270784386007
E,205,0,14.123390690032046
E,205,1,14.372442140649943
E,205,2,15.597522873146008
E,205,3,14.870270020490693
E,205,4,15.819245973374294
E,205,5,13.73924552967849
E,205,6,14.540815045854401
E,205,7,15.284240680414625
E,205,8,15.657261914981973
E,205,9,14.245402602449056
E,205,10,14.211680328773383
E,205,11,13.352535766340912
E,205,12,16.45784180255026
E,205,13,13.278785032123844
E,205,14,14.609538820251013
E,205,15,13.886625313434404
E,205,16,15.174070460406202
E,205,17,17.0895955704003
E,205,18,14.850941171727733
E,206,0,13.362636054458406
E,206,1,13.611687505076302
E,206,2,14.836768237572368
E,206,3,14.109515384917053
E,206,4,15.058491337800653
E,206,5,12.97849089410485
E,206,6,13.780060410280761
E,206,7,14.523486044840984
E,206,8,14.896507279408333
E,206,9,13.484647966875416
E,206,10,13.450925693199743
E,206,11,12.591781130767272
E,206,12,15.697087166976619
E,206,13,12.518030396550204
E,206,14,13.848784184677372
E,206,15,13.125870677860764
E,206,16,14.413315824832562
E,206,17,16.32884093482666
E,206,18,14.090186536154093
E,207,0,13.870503540475802
E,207,1,14.119554991093699
E,207,2,15.344635723589764
E,207,3,14.617382870934449
E,207,4,15.56635882381805
E,207,5,13.486358380122246
E,207,6,14.287927896298157
E,207,7,15.03135353085838
E,207,8,15.404374765425729
E,207,9,13.992515452892812
E,207,10,13.958793179217139
E,207,11,13.099648616784668
E,207,12,16.204954652994015
E,207,13,13.0258978825676
E,207,14,14.356651670694768
E,207,15,13.63373816387816
E,207,16,14.921183310849958
E,207,17,16.836708420844055
E,207,18,14.598054022171489
E,208,0,13.772575624314552
E,208,1,14.021627074932447
E,208,2,15.246707807428512
E,208,3,14.519454954773197
E,208,4,15.468430907656797
E,208,5,13.388430463960994
E,208,6,14.189999980136905
E,208,7,14.933425614697128
E,208,8,15.306446849264475
E,208,9,13.89458753673156
E,208,10,13.860865263055887
E,208,11,13.001720700623416
E,208,12,16.107026736832765
E,208,13,12.927969966406348
E,208,14,14.258723754533516
E,208,15,13.535810247716906
E,208,16,14.823255394688706
E,208,17,16.738780504682804
E,208,18,14.500126106010239
E,209,0,14.55946586344848
E,209,1,14.808517314066377
E,209,2,16.033598046562442
E,209,3,15.306345193907127
E,209,4,16.255321146790727
E,209,5,14.175320703094924
E,209,6,14.976890219270835
E,209,7,15.720315853831059
E,209,8,16.093337088398407
E,209,9,14.68147777586549
E,209,10,14.647755502189817
E,209,11,13.788610939757346
E,209,12,16.893916975966693
E,209,13,13.714860205540278
E,209,14,15.045613993667446
E,209,15,14.322700486850838
E,209,16,15.610145633822636
E,209,17,17.525670743816733
E,209,18,15.287016345144167
E,210,0,12.875676660933419
E,210,1,13.124728111551315
E,210,2,14.34980884404738
E,210,3,13.622555991392066
E,210,4,14.571531944275666
E,210,5,12.491531500579862
E,210,6,13.293101016755774
E,210,7,14.036526651315997
E,210,8,14.409547885883345
E,210,9,12.997688573350429
E,210,10,12.963966299674755
E,210,11,12.104821737242284
E,210,12,15.210127773451632
E,210,13,12.031071003025216
E,210,14,13.361824791152385
E,210,15,12.638911284335776
E,210,16,13.926356431307575
E,210,17,15.841881541301671
E,210,18,13.603227142629105
E,211,0,14.211248024961161
E,211,1,14.460299475579058
E,211,2,15.685380208075124
E,211,3,14.958127355419808
E,211,4,15.907103308303409
E,211,5,13.827102864607605
E,211,6,14.628672380783517
E,211,7,15.37209801534374
E,211,8,15.745119249911088
E,211,9,14.333259937378172
E,211,10,14.299537663702498
E,211,11,13.440393101270027
E,211,12,16.545699137479374
E,211,13,13.36664236705296
E,211,14,14.697396155180128
E,211,15,13.97448264836352
E,211,16,15.261927795335318
E,211,17,17.177452905329414
E,211,18,14.938798506656848
E,212,0,14.288885282589
E,212,1,14.537936733206896
E,212,2,15.763017465702962
E,212,3,15.035764613047647
E,212,4,15.984740565931247
E,212,5,13.904740122235443
E,212,6,14.706309638411355
E,212,7,15.449735272971578
E,212,8,15.822756507538926
E,212,9,14.41089719500601
E,212,10,14.377174921330337
E,212,11,13.518030358897866
E,212,12,16.623336395107213
E,212,13,13.444279624680798
E,212,14,14.775033412807966
E,212,15,14.052119905991358
E,212,16,15.339565052963156
E,212,17,17.255090162957252
E,212,18,15.016435764284687
E,213,0,14.351893371621262
E,213,1,14.600944822239157
E,213,2,15.826025554735223
E,213,3,15.098772702079907
E,213,4,16.04774865496351
E,213,5,13.967748211267704
E,213,6,14.769317727443616
E,213,7,15.512743362003839
E,213,8,15.885764596571185
E,213,9,14.47390528403827
E,213,10,14.440183010362597
E,213,11,13.581038447930126
E,213,12,16.686344484139475
E,213,13,13.507287713713058
E,213,14,14.838041501840227
E,213,15,14.115127995023617
E,213,16,15.402573141995417
E,213,17,17.318098251989515
E,213,18,15.079443853316949
E,214,0,13.661237620035784
E,214,1,13.91028907065368
E,214,2,15.135369803149747
E,214,3,14.408116950494431
E,214,4,15.357092903378032
E,214,5,13.277092459682228
E,214,6,14.07866197585814
E,214,7,14.822087610418363
E,214,8,15.195108844985711
E,214,9,13.783249532452794
E,214,10,13.749527258777121
E,214,11,12.89038269634465
E,214,12,15.995688732553997
E,214,13,12.816631962127582
E,214,14,14.14738575025475
E,214,15,13.424472243438142
E,214,16,14.71191739040994
E,214,17,16.627442500404037
E,214,18,14.388788101731471
E,215,0,13.960476479255735
E,215,1,14.20952792987363
E,215,2,15.434608662369696
E,215,3,14.70735580971438
E,215,4,15.656331762597981
E,215,5,13.576331318902177
E,215,6,14.377900835078089
E,215,7,15.121326469638312
E,215,8,15.494347704205659
E,215,9,14.082488391672744
E,215,10,14.04876611799707
E,215,11,13.1896215555646
E,215,12,16.29492759177395
E,215,13,13.115870821347531
E,215,14,14.4466246094747
E,215,15,13.72371110265809
E,215,16,15.01115624962989
E,215,17,16.926681359623988
E,215,18,14.688026960951422
E,216,0,12.972873459033135
E,216,1,13.221924909651031
E,216,2,14.447005642147097
E,216,3,13.719752789491782
E,216,4,14.668728742375382
E,216,5,12.588728298679579
E,216,6,13.39029781485549
E,216,7,14.133723449415713
E,216,8,14.506744683983062
E,216,9,13.094885371450145
E,216,10,13.061163097774472
E,216,11,12.202018535342
E,216,12,15.307324571551348
E,216,13,12.128267801124933
E,216,14,13.459021589252101
E,216,15,12.736108082435493
E,216,16,14.023553229407291
E,216,17,15.939078339401387
E,216,18,13.700423940728822
E,217,0,13.74782690803027
E,217,1,13.996878358648166
E,217,2,15.221959091144232
E,217,3,14.494706238488916
E,217,4,15.443682191372517
E,217,5,13.363681747676713
E,217,6,14.165251263852625
E,217,7,14.908676898412848
E,217,8,15.281698132980196
E,217,9,13.86983882044728
E,217,10,13.836116546771606
E,217,11,12.976971984339135
E,217,12,16.082278020548483
E,217,13,12.903221250122067
E,217,14,14.233975038249236
E,217,15,13.511061531432627
E,217,16,14.798506678404426
E,217,17,16.714031788398522
E,217,18,14.475377389725956
E,218,0,13.706577594806063
E,218,1,13.955629045423958
E,218,2,15.180709777920024
E,218,3,14.453456925264708
E,218,4,15.402432878148309
E,218,5,13.322432434452505
E,218,6,14.124001950628417
E,218,7,14.86742758518864
E,218,8,15.240448819755986
E,218,9,13.828589507223072
E,218,10,13.794867233547398
E,218,11,12.935722671114927
E,218,12,16.041028707324273
E,218,13,12.86197193689786
E,218,14,14.192725725025028
E,218,15,13.469812218208418
E,218,16,14.757257365180218
E,218,17,16.672782475174316
E,218,18,14.43412807650175
E,219,0,14.504986358379426
E,219,1,14.754037808997323
E,219,2,15.979118541493389
E,219,3,15.251865688838073
E,219,4,16.200841641721674
E,219,5,14.12084119802587
E,219,6,14.922410714201781
E,219,7,15.665836348762005
E,219,8,16.038857583329353
E,219,9,14.626998270796436
E,219,10,14.593275997120763
E,219,11,13.734131434688292
E,219,12,16.83943747089764
E,219,13,13.660380700471224
E,219,14,14.991134488598393
E,219,15,14.268220981781784
E,219,16,15.555666128753582
E,219,17,17.47119123874768
E,219,18,15.232536840075113
E,220,0,13.195914395312226
E,220,1,13.444965845930122
E,220,2,14.670046578426188
E,220,3,13.942793725770873
E,220,4,14.891769678654473
E,220,5,12.81176923495867
E,220,6,13.613338751134581
E,220,7,14.356764385694804
E,220,8,14.729785620262152
E,220,9,13.317926307729236
E,220,10,13.284204034053563
E,220,11,12.425059471621092
E,220,12,15.530365507830439
E,220,13,12.351308737404024
E,220,14,13.682062525531192
E,220,15,12.959149018714584
E,220,16,14.246594165686382
E,220,17,16.162119275680478
E,220,18,13.923464877007913
E,221,0,14.809015875909143
E,221,1,15.05806732652704
E,221,2,16.283148059023105
E,221,3,15.55589520636779
E,221,4,16.50487115925139
E,221,5,14.424870715555587
E,221,6,15.226440231731498
E,221,7,15.969865866291721
E,221,8,16.34288710085907
E,221,9,14.931027788326153
E,221,10,14.89730551465048
E,221,11,14.038160952218009
E,221,12,17.143466988427356
E,221,13,13.96441021800094
E,221,14,15.29516400612811
E,221,15,14.572250499311501
E,221,16,15.8596956462833
E,221,17,17.775220756277395
E,221,18,15.53656635760483
E,222,0,15.402912323729211
E,222,1,15.651963774347106
E,222,2,16.87704450684317
E,222,3,16.149791654187855
E,222,4,17.09876760707146
E,222,5,15.018767163375653
E,222,6,15.820336679551565
E,222,7,16.563762314111788
E,222,8,16.936783548679134
E,222,9,15.52492423614622
E,222,10,15.491201962470546
E,222,11,14.632057400038075
E,222,12,17.73736343624742
E,222,13,14.558306665821007
E,222,14,15.889060453948176
E,222,15,15.166146947131566
E,222,16,16.453592094103364
E,222,17,18.369117204097464
E,222,18,16.130462805424898
E,223,0,12.435064221307716
E,223,1,12.68411567192561
E,223,2,13.909196404421676
E,223,3,13.181943551766361
E,223,4,14.130919504649961
E,223,5,12.050919060954158
E,223,6,12.85248857713007
E,223,7,13.595914211690292
E,223,8,13.968935446257639
E,223,9,12.557076133724724
E,223,10,12.52335386004905
E,223,11,11.66420929761658
E,223,12,14.769515333825927
E,223,13,11.590458563399512
E,223,14,12.92121235152668
E,223,15,12.19829884471007
E,223,16,13.48574399168187
E,223,17,15.401269101675966
E,223,18,13.162614703003403
E,224,0,14.513486311704948
E,224,1,14.762537762322845
E,224,2,15.98761849481891
E,224,3,15.260365642163595
E,224,4,16.209341595047196
E,224,5,14.129341151351392
E,224,6,14.930910667527304
E,224,7,15.674336302087527
E,224,8,16.047357536654875
E,224,9,14.635498224121958
E,224,10,14.601775950446285
E,224,11,13.742631388013814
E,224,12,16.84793742422316
E,224,13,13.668880653796746
E,224,14,14.999634441923915
E,224,15,14.276720935107306
E,224,16,15.564166082079105
E,224,17,17.4796911920732
E,224,18,15.241036793400635
E,225,0,14.722181896698068
E,225,1,14.971233347315964
E,225,2,16.19631407981203
E,225,3,15.469061227156715
E,225,4,16.418037180040315
E,225,5,14.338036736344511
E,225,6,15.139606252520423
E,225,7,15.883031887080646
E,225,8,16.256053121647994
E,225,9,14.844193809115078
E,225,10,14.810471535439405
E,225,11,13.951326973006934
E,225,12,17.05663300921628
E,225,13,13.877576238789866
E,225,14,15.208330026917034
E,225,15,14.485416520100426
E,225,16,15.772861667072224
E,225,17,17.68838677706632
E,225,18,15.449732378393755
E,226,0,13.627832115359194
E,226,1,13.876883565977089
E,226,2,15.101964298473154
E,226,3,14.374711445817839
E,226,4,15.32368739870144
E,226,5,13.243686955005636
E,226,6,14.045256471181547
E,226,7,14.78868210574177
E,226,8,15.161703340309117
E,226,9,13.749844027776202
E,226,10,13.716121754100529
E,226,11,12.856977191668058
E,226,12,15.962283227877405
E,226,13,12.78322645745099
E,226,14,14.113980245578158
E,226,15,13.391066738761548
E,226,16,14.678511885733348
E,226,17,16.594036995727446
E,226,18,14.35538259705488
E,227,0,13.827798436434033
E,227,1,14.07684988705193
E,227,2,15.301930619547996
E,227,3,14.57467776689268
E,227,4,15.52365371977628
E,227,5,13.443653276080477
E,227,6,14.245222792256389
E,227,7,14.988648426816612
E,227,8,15.36166966138396
E,227,9,13.949810348851043
E,227,10,13.91608807517537
E,227,11,13.0569435127429
E,227,12,16.162249548952246
E,227,13,12.983192778525831
E,227,14,14.313946566653
E,227,15,13.591033059836391
E,227,16,14.87847820680819
E,227,17,16.794003316802286
E,227,18,14.55534891812972
E,228,0,14.047935827134257
E,228,1,14.296987277752152
E,228,2,15.522068010248217
E,228,3,14.794815157592902
E,228,4,15.743791110476502
E,228,5,13.663790666780699
E,228,6,14.46536018295661
E,228,7,15.208785817516834
E,228,8,15.58180705208418
E,228,9,14.169947739551265
E,228,10,14.136225465875592
E,228,11,13.277080903443121
E,228,12,16.38238693965247
E,228,13,13.203330169226053
E,228,14,14.534083957353221
E,228,15,13.811170450536611
E,228,16,15.098615597508411
E,228,17,17.01414070750251
E,228,18,14.775486308829944
E,229,0,13.910628237107975
E,229,1,14.159679687725871
E,229,2,15.384760420221937
E,229,3,14.657507567566622
E,229,4,15.606483520450222
E,229,5,13.526483076754419
E,229,6,14.32805259293033
E,229,7,15.071478227490553
E,229,8,15.444499462057902
E,229,9,14.032640149524985
E,229,10,13.998917875849312
E,229,11,13.13977331341684
E,229,12,16.245079349626188
E,229,13,13.066022579199773
E,229,14,14.396776367326941
E,229,15,13.673862860510333
E,229,16,14.961308007482131
E,229,17,16.876833117476227
E,229,18,14.638178718803662
E,230,0,13.901284502560703
E,230,1,14.150335953178597
E,230,2,15.375416685674663
E,230,3,14.648163833019348
E,230,4,15.597139785902948
E,230,5,13.517139342207145
E,230,6,14.318708858383056
E,230,7,15.06213449294328
E,230,8,15.435155727510626
E,230,9,14.023296414977711
E,230,10,13.989574141302038
E,230,11,13.130429578869567
E,230,12,16.235735615078916
E,230,13,13.056678844652499
E,230,14,14.387432632779667
E,230,15,13.664519125963057
E,230,16,14.951964272934857
E,230,17,16.867489382928955
E,230,18,14.62883498425639
E,231,0,12.763100802756806
E,231,1,13.012152253374701
E,231,2,14.237232985870767
E,231,3,13.509980133215452
E,231,4,14.458956086099052
E,231,5,12.378955642403248
E,231,6,13.18052515857916
E,231,7,13.923950793139383
E,231,8,14.29697202770673
E,231,9,12.885112715173815
E,231,10,12.851390441498141
E,231,11,11.99224587906567
E,231,12,15.097551915275018
E,231,13,11.918495144848603
E,231,14,13.249248932975771
E,231,15,12.52633542615916
E,231,16,13.81378057313096
E,231,17,15.729305683125057
E,231,18,13.490651284452493
E,232,0,15.118028962610762
E,232,1,15.367080413228656
E,232,2,16.59216114572472
E,232,3,15.864908293069407
E,232,4,16.81388424595301
E,232,5,14.733883802257203
E,232,6,15.535453318433115
E,232,7,16.278878952993338
E,232,8,16.651900187560685
E,232,9,15.24004087502777
E,232,10,15.206318601352097
E,232,11,14.347174038919626
E,232,12,17.452480075128975
E,232,13,14.273423304702558
E,232,14,15.604177092829726
E,232,15,14.881263586013116
E,232,16,16.168708732984918
E,232,17,18.084233842979014
E,232,18,15.845579444306448
E,233,0,15.057486698473408
E,233,1,15.306538149091303
E,233,2,16.531618881587367
E,233,3,15.804366028932053
E,233,4,16.753341981815655
E,233,5,14.67334153811985
E,233,6,15.474911054295761
E,233,7,16.218336688855985
E,233,8,16.59135792342333
E,233,9,15.179498610890416
E,233,10,15.145776337214743
E,233,11,14.286631774782272
E,233,12,17.39193781099162
E,233,13,14.212881040565204
E,233,14,15.543634828692372
E,233,15,14.820721321875762
E,233,16,16.108166468847564
E,233,17,18.02369157884166
E,233,18,15.785037180169095
E,234,0,13.481351609248211
E,234,1,13.730403059866106
E,234,2,14.955483792362172
E,234,3,14.228230939706856
E,234,4,15.177206892590457
E,234,5,13.097206448894653
E,234,6,13.898775965070564
E,234,7,14.642201599630788
E,234,8,15.015222834198134
E,234,9,13.60336352166522
E,234,10,13.569641247989546
E,234,11,12.710496685557075
E,234,12,15.815802721766422
E,234,13,12.636745951340007
E,234,14,13.967499739467176
E,234,15,13.244586232650565
E,234,16,14.532031379622365
E,234,17,16.447556489616463
E,234,18,14.208902090943898
E,235,0,12.93760083579836
E,235,1,13.186652286416255
E,235,2,14.41173301891232
E,235,3,13.684480166257005
E,235,4,14.633456119140606
E,235,5,12.553455675444802
E,235,6,13.355025191620713
E,235,7,14.098450826180937
E,235,8,14.471472060748283
E,235,9,13.059612748215368
E,235,10,13.025890474539695
E,235,11,12.166745912107224
E,235,12,15.272051948316571
E,235,13,12.092995177890156
E,235,14,13.423748966017325
E,235,15,12.700835459200714
E,235,16,13.988280606172514
E,235,17,15.90380571616661
E,235,18,13.665151317494047
E,236,0,14.592423790073578
E,236,1,14.841475240691473
E,236,2,16.066555973187537
E,236,3,15.339303120532223
E,236,4,16.288279073415826
E,236,5,14.20827862972002
E,236,6,15.009848145895932
E,236,7,15.753273780456155
E,236,8,16.1262950150235
E,236,9,14.714435702490587
E,236,10,14.680713428814913
E,236,11,13.821568866382442
E,236,12,16.92687490259179
E,236,13,13.747818132165374
E,236,14,15.078571920292543
E,236,15,14.355658413475933
E,236,16,15.643103560447733
E,236,17,17.55862867044183
E,236,18,15.319974271769265
E,237,0,13.67916234262691
E,237,1,13.928213793244806
E,237,2,15.153294525740872
E,237,3,14.426041673085557
E,237,4,15.375017625969157
E,237,5,13.295017182273353
E,237,6,14.096586698449265
E,237,7,14.840012333009488
E,237,8,15.213033567576836
E,237,9,13.80117425504392
E,237,10,13.767451981368247
E,237,11,12.908307418935776
E,237,12,16.013613455145123
E,237,13,12.834556684718708
E,237,14,14.165310472845876
E,237,15,13.442396966029268
E,237,16,14.729842113001066
E,237,17,16.645367222995162
E,237,18,14.406712824322597
E,238,0,14.276767854040216
E,238,1,14.52581930465811
E,238,2,15.750900037154176
E,238,3,15.023647184498861
E,238,4,15.972623137382461
E,238,5,13.892622693686658
E,238,6,14.69419220986257
E,238,7,15.437617844422793
E,238,8,15.810639078990139
E,238,9,14.398779766457224
E,238,10,14.36505749278155
E,238,11,13.50591293034908
E,238,12,16.611218966558425
E,238,13,13.432162196132012
E,238,14,14.76291598425918
E,238,15,14.04000247744257
E,238,16,15.32744762441437
E,238,17,17.24297273440847
E,238,18,15.004318335735903
E,239,0,13.892695655758612
E,239,1,14.141747106376506
E,239,2,15.366827838872572
E,239,3,14.639574986217257
E,239,4,15.588550939100857
E,239,5,13.508550495405053
E,239,6,14.310120011580965
E,239,7,15.053545646141188
E,239,8,15.426566880708535
E,239,9,14.01470756817562
E,239,10,13.980985294499947
E,239,11,13.121840732067476
E,239,12,16.227146768276825
E,239,13,13.048089997850408
E,239,14,14.378843785977576
E,239,15,13.655930279160966
E,239,16,14.943375426132766
E,239,17,16.858900536126864
E,239,18,14.620246137454298
E,240,0,14.7343637212275
E,240,1,14.983415171845396
E,240,2,16.20849590434146
E,240,3,15.481243051686146
E,240,4,16.430219004569746
E,240,5,14.350218560873943
E,240,6,15.151788077049854
E,240,7,15.895213711610078
E,240,8,16.268234946177426
E,240,9,14.85637563364451
E,240,10,14.822653359968836
E,240,11,13.963508797536365
E,240,12,17.068814833745712
E,240,13,13.889758063319297
E,240,14,15.220511851446465
E,240,15,14.497598344629857
E,240,16,15.785043491601655
E,240,17,17.70056860159575
E,240,18,15.461914202923186
E,241,0,14.737036757806454
E,241,1,14.986088208424349
E,241,2,16.211168940920412
E,241,3,15.483916088265099
E,241,4,16.4328920411487
E,241,5,14.352891597452896
E,241,6,15.154461113628807
E,241,7,15.89788674818903
E,241,8,16.270907982756377
E,241,9,14.859048670223462
E,241,10,14.825326396547789
E,241,11,13.966181834115318
E,241,12,17.071487870324667
E,241,13,13.89243109989825
E,241,14,15.223184888025418
E,241,15,14.500271381208808
E,241,16,15.787716528180608
E,241,17,17.703241638174706
E,241,18,15.46458723950214
E,242,0,13.55442805593469
E,242,1,13.803479506552584
E,242,2,15.02856023904865
E,242,3,14.301307386393335
E,242,4,15.250283339276935
E,242,5,13.170282895581131
E,242,6,13.971852411757043
E,242,7,14.715278046317266
E,242,8,15.088299280884613
E,242,9,13.676439968351698
E,242,10,13.642717694676024
E,242,11,12.783573132243554
E,242,12,15.8888791684529
E,242,13,12.709822398026486
E,242,14,14.040576186153654
E,242,15,13.317662679337044
E,242,16,14.605107826308844
E,242,17,16.520632936302942
E,242,18,14.281978537630376
E,243,0,13.006758550243411
E,243,1,13.255810000861306
E,243,2,14.480890733357372
E,243,3,13.753637880702057
E,243,4,14.702613833585657
E,243,5,12.622613389889853
E,243,6,13.424182906065765
E,243,7,14.167608540625988
E,243,8,14.540629775193334
E,243,9,13.12877046266042
E,243,10,13.095048188984746
E,243,11,12.235903626552275
E,243,12,15.341209662761623
E,243,13,12.162152892335207
E,243,14,13.492906680462376
E,243,15,12.769993173645766
E,243,16,14.057438320617566
E,243,17,15.972963430611662
E,243,18,13.734309031939098
E,244,0,12.840588909219992
E,244,1,13.089640359837887
E,244,2,14.314721092333953
E,244,3,13.587468239678637
E,244,4,14.536444192562238
E,244,5,12.456443748866434
E,244,6,13.258013265042345
E,244,7,14.001438899602569
E,244,8,14.374460134169915
E,244,9,12.962600821637
E,244,10,12.928878547961327
E,244,11,12.069733985528856
E,244,12,15.175040021738203
E,244,13,11.995983251311788
E,244,14,13.326737039438957
E,244,15,12.603823532622346
E,244,16,13.891268679594146
E,244,17,15.806793789588243
E,244,18,13.568139390915679
E,245,0,14.666788817478913
E,245,1,14.91584026809681
E,245,2,16.140921000592876
E,245,3,15.41366814793756
E,245,4,16.36264410082116
E,245,5,14.282643657125357
E,245,6,15.084213173301269
E,245,7,15.827638807861492
E,245,8,16.20066004242884
E,245,9,14.788800729895923
E,245,10,14.75507845622025
E,245,11,13.89593389378778
E,245,12,17.001239929997126
E,245,13,13.822183159570711
E,245,14,15.15293694769788
E,245,15,14.430023440881271
E,245,16,15.71746858785307
E,245,17,17.632993697847166
E,245,18,15.3943392991746
E,246,0,13.168707021526654
E,246,1,13.417758472144548
E,246,2,14.642839204640614
E,246,3,13.915586351985299
E,246,4,14.8645623048689
E,246,5,12.784561861173096
E,246,6,13.586131377349007
E,246,7,14.32955701190923
E,246,8,14.702578246476577
E,246,9,13.290718933943662
E,246,10,13.256996660267989
E,246,11,12.397852097835518
E,246,12,15.503158134044865
E,246,13,12.32410136361845
E,246,14,13.654855151745618
E,246,15,12.931941644929008
E,246,16,14.219386791900808
E,246,17,16.134911901894906
E,246,18,13.89625750322234
E,247,0,13.736589478483683
E,247,1,13.98564092910158
E,247,2,15.210721661597645
E,247,3,14.48346880894233
E,247,4,15.43244476182593
E,247,5,13.352444318130127
E,247,6,14.154013834306038
E,247,7,14.897439468866262
E,247,8,15.27046070343361
E,247,9,13.858601390900693
E,247,10,13.82487911722502
E,247,11,12.965734554792549
E,247,12,16.071040591001896
E,247,13,12.891983820575481
E,247,14,14.22273760870265
E,247,15,13.499824101886041
E,247,16,14.78726924885784
E,247,17,16.702794358851936
E,247,18,14.46413996017937
E,248,0,13.662071930528299
E,248,1,13.911123381146194
E,248,2,15.13620411364226
E,248,3,14.408951260986944
E,248,4,15.357927213870544
E,248,5,13.27792677017474
E,248,6,14.079496286350652
E,248,7,14.822921920910876
E,248,8,15.195943155478222
E,248,9,13.784083842945307
E,248,10,13.750361569269634
E,248,11,12.891217006837163
E,248,12,15.99652304304651
E,248,13,12.817466272620095
E,248,14,14.148220060747263
E,248,15,13.425306553930653
E,248,16,14.712751700902453
E,248,17,16.62827681089655
E,248,18,14.389622412223986
E,249,0,14.114806259020206
E,249,1,14.3638577096381
E,249,2,15.588938442134166
E,249,3,14.861685589478851
E,249,4,15.810661542362451
E,249,5,13.730661098666648
E,249,6,14.53223061484256
E,249,7,15.275656249402783
E,249,8,15.648677483970129
E,249,9,14.236818171437214
E,249,10,14.203095897761541
E,249,11,13.34395133532907
E,249,12,16.449257371538415
E,249,13,13.270200601112002
E,249,14,14.60095438923917
E,249,15,13.87804088242256
E,249,16,15.16548602939436
E,249,17,17.08101113938846
E,249,18,14.842356740715893
E,250,0,12.546389840239517
E,250,1,12.795441290857413
E,250,2,14.020522023353479
E,250,3,13.293269170698164
E,250,4,14.242245123581764
E,250,5,12.16224467988596
E,250,6,12.963814196061872
E,250,7,13.707239830622095
E,250,8,14.080261065189443
E,250,9,12.668401752656527
E,250,10,12.634679478980853
E,250,11,11.775534916548382
E,250,12,14.88084095275773
E,250,13,11.701784182331314
E,250,14,13.032537970458483
